Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7
0.458888250763509,0.178477467660475,0.234710911682924,0.234020126050426,0.120142945108831,0.04,0
0.405391436522012,0.35257798828228,0.355973192273199,0.358116847562906,0.200753954216419,0.00315365551846318,0
0.40474222471858,0.527369840281453,0.355231653877429,0.352637040574352,0.238591250752213,0.04,0
0.429139088077588,0.544667206480035,0.385947262217711,0.429240182131816,0.308342350806413,6.342412858706e-05,0
0.43871212862812,0.416186685199104,0.597579829239089,0.318874567021902,0.175001612440728,0.06,0
0.450629998688097,0.238137361798919,0.486785316584272,0.360910042689746,0.171326601872076,0,0
0.361826528893754,0.402361935870074,0.344667522830886,0.29555525584383,0.151640019785635,0.0200660541570766,0
0.445751292247063,0.318044610676689,0.365880221008702,0.28422476168563,0.273554381153156,0.0236853178854718,0
0.407354273370829,0.317384883052129,0.473877388298577,0.394999294563813,0.163639524357964,0.0417456234291105,0
0.308353972585021,0.426465683854469,0.533265694874407,0.341832259757172,0.0366105376789888,0.173219976451197,0.4
0.279923021149007,0.22,0.438345420710624,0.235716408444818,0.127858810637269,0,0.4
0.297296959924066,0.223786509738346,0.296157505069139,0.334086736885455,0.292176301746914,0.0134039099259521,0.4
0.435511221086101,0.26,0.321868377363855,0.260377656719834,0.280939965177205,0.02,0.4
0.440054257060049,0.26,0.309698670057922,0.30507314852208,0.186078314027185,0,0.4
0.380347978742109,0.334528135183719,0.324701105866916,0.400411368062814,0.207942569165209,7.15383836379154e-06,0.4
0.361127572908423,0.359650556148023,0.4105829757736,0.297971449144522,0.328188707763802,0.000642808658418243,0.4
0.232941543492247,0.312491961862909,0.30164430765129,0.264041468069148,0.283051938869316,0,0.4
0.415697634554786,0.219986453101302,0.26,0.301790306758031,0.315674721497184,0.010930847432897,0.4
0.333325552666806,0.14,0.305247583759837,0.285664012253853,0.00804915375174933,0.167157091697128,0.4
0.281309525951738,0.391226036834879,0.305080725444395,0.41380970416257,0.216989719193539,0,0.4
0.311001293445443,0.184006015934787,0.297613414922229,0.375395488481071,0.0201128720747334,0.04,0.4
0.518989920438568,0.225862538875686,0.28,0.290683773964721,0.314473832152568,8.27673782672693e-05,0.4
0.507103845637655,0.211595254372183,0.359132580190732,0.254004444232355,0.154991165771091,0.0177382348297543,0.4
0.38000451079233,0.352898441782459,0.424952004083272,0.34274603615828,0.271536690407134,0.020646496376135,0.4
0.366710587116412,0.386713331014917,0.331547180509809,0.376710104901811,0.11984193993158,0.0271039189342022,0.4
0.367817427484936,0.289368479633341,0.310955435110848,0.382695250782193,0.159528263416526,0.0199457229940958,0.4
0.37855543801884,0.292851551305078,0.274977856169241,0.291000402018175,0.183067486747109,0.060267612877295,0.4
0.34,0.285369497021951,0.22796439576257,0.275648472209229,0.402160332606788,0,0.4
0.23357416037711,0.304095521461958,0.357550278779209,0.322846271531501,0.132470873177142,0.160332615545484,0.4
0.431265581588936,0.311908087028117,0.3,0.310205911294015,0.166949011816946,0,0.4
0.481758618856844,0.219682780802558,0.289928064743427,0.37865114195595,0.235117025344455,0.0114070016719517,0.4
0.34609937745717,0.404824160946757,0.414050408514061,0.29739821665085,0.164077973028164,0.0185079029354331,0.4
0.34,0.39161090846247,0.3,0.384404180980805,0.139841996811487,0.02,0.4
0.438174489336221,0.210856034227562,0.359165826293956,0.239641218637462,0.355212996786876,0,0.4
0.243357654168438,0.396063430390014,0.319883805259856,0.299707005209867,0.268112614705756,0.0272183969541603,0.4
0.298669183126524,0.366786987181041,0.300026006807869,0.335861866103019,0.231886902835794,0.0026908973422446,0.4
0.311244009169192,0.230707599233336,0.44,0.392418406113901,0.103963307725041,0.0721849072413822,0.4
0.301250940287757,0.342993437232562,0.200052319458568,0.401574196693755,0.212211398399472,0.0471044022641701,0.4
0.386301417648557,0.228898182065378,0.31017486680354,0.330763882957302,0.08,0.0467808121309849,0.4
0.346673548556889,0.219564882019935,0.342969761182638,0.345948538276088,0.222005162456568,0.00288488169956366,0.4
0.35421384994359,0.424751074642315,0.405742531853828,0.352684250950662,0.120433126049441,8.70012525152366e-05,0.4
0.248242421321004,0.398120885137454,0.320459411881369,0.29324811513702,0.393112461254471,0,0.4
0.385866549093216,0.430456607676991,0.345445186447081,0.227529635761836,0.348088855668745,0,0.4
0.233722808348259,0.355972660816348,0.365794857274918,0.356272256153899,0.319272242276411,0.0293503588042453,0.450417008073996
0.285459412707796,0.44298390148128,0.336355879994702,0.225799222164911,0.190291221070092,0.00626459997323408,0.4
