Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7
1,0,0,1,-1.19181424389132e-16,0.391706759627515,-3.53660547151451e-16
1,1,0,0,1,-3.53660547151451e-16,-3.53660547151451e-16
1,0,1,1,1,-3.53660547151451e-16,-3.53660547151451e-16
0,0.843709470354225,0,0.687508868889725,-1.19181424389132e-16,-3.53660547151451e-16,-3.53660547151451e-16
0,1,1,0,0.294450230215091,-3.53660547151451e-16,-3.53660547151451e-16
1,0,1,0.0111456755505213,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0.13266652523218,0,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0.67460856236752,0.633706820544913,0,0,0.257593455626116,0.338917299427234,0
0,0,0,0,0.0323299166445443,0.151380599486798,0
1,1,0,1,0.000360407461824172,-3.53660547151451e-16,0
0.164201407718287,0,0,1,0.146441728230418,-3.53660547151451e-16,0
1,0,1,0.0731906407655444,0.268541122135607,-3.53660547151451e-16,0
0,0,0.225696434383802,1,-1.19181424389132e-16,-3.53660547151451e-16,0
1,0,0,0.00414090945015451,0.244011922019347,-3.53660547151451e-16,0
0,0,0,0,0.421922656294938,-3.53660547151451e-16,0
1,1,0,0.660583120264455,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0.964360832571985,0.496591234654625,1,-1.19181424389132e-16,-3.53660547151451e-16,0
1,0,0,0.00667060525553113,0.627011969361132,-3.53660547151451e-16,0
1,1,0,0,-1.19181424389132e-16,0.0628177972246141,0
0,1,1,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0.606968122654281,0,0,0.161905162953921,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0,1,0.128728215864732,0.27823927144068,0.415367119844705,0
0,1,0,0.885908786097847,-1.19181424389132e-16,-3.53660547151451e-16,0
1,0.372171790338396,0,0,0.946316373184233,0.5591414775725,0
1,1,0,1,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0,1,0.396513941101719,0.798946278606231,-3.53660547151451e-16,0
1,0,0,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0,1,0.568729809142112,0.56306816857467,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0.899199868736368,1,0.0431074676804855,0.698438604068519,-3.53660547151451e-16,0
0,0,0,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0.57504519114184,0,0.98417138044813,-1.19181424389132e-16,-3.53660547151451e-16,0
1,0,0.3959147270888,0,0.761176145016813,-3.53660547151451e-16,0
0,0,1,0,-1.19181424389132e-16,0.243535393148198,0
1,0,0,0.457674351788857,0.65894140542985,-3.53660547151451e-16,0
0,0,0.285649765056916,0,0.16653903389071,-3.53660547151451e-16,0
0.387542567632807,1,0,0.325847133746359,0.152447140659674,-3.53660547151451e-16,0
0,0,0,0.597633820350874,-1.19181424389132e-16,0.0582004513762785,0
1,0,1,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0,1,0,-1.19181424389132e-16,-3.53660547151451e-16,0
1,0,0.59811026555733,0,-1.19181424389132e-16,0.693186661964298,0
0,0,0,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0.218905406747929,1,0.471459128817496,-1.19181424389132e-16,-3.53660547151451e-16,0
1,1,1,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0.484570023827034,0,0,0,-1.19181424389132e-16,0.541840544267169,0
1,0.967578345100827,1,0,0.685789407838438,-3.53660547151451e-16,0
0,0,0,1,-1.19181424389132e-16,-3.53660547151451e-16,0
1,0,0.771157453742701,0,-1.19181424389132e-16,-3.53660547151451e-16,0
0,0,0,0,-1.19181424389132e-16,-3.53660547151451e-16,0
1,1,1,0,0.134606329024467,-3.53660547151451e-16,0
0,0.00192957692001943,0,0.856330765071625,0.325578807786417,0.417020461537921,0
