Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7
1,1,0,0,-2.27009652887801e-16,2.22593710943727e-16,0.158948588516308
0,0.0561110251465541,1,0,-2.27009652887801e-16,0.327073307959829,2.22593710943727e-16
1,0,0,0,-2.27009652887801e-16,2.22593710943727e-16,1
0,0,0.0396083460144317,0,-2.27009652887801e-16,2.22593710943727e-16,2.22593710943727e-16
0,1,0,1,0.679333051290242,0.00152906055616672,1
1,1,1,0,-2.27009652887801e-16,2.22593710943727e-16,0
1,0.761845922235705,1,0,-2.27009652887801e-16,0.108220283978354,0
0.974566007370999,1,0,0,-2.27009652887801e-16,2.66073560303423e-05,0
1,0,0.857797566118526,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,0.43089352174259,0,0,1,2.22593710943727e-16,0
1,1,0,0.640318232208028,-2.27009652887801e-16,2.22593710943727e-16,0
1,0,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,1,0,0.725438850891524,-2.27009652887801e-16,2.22593710943727e-16,0
1,1,0,0.308058713419315,0.449224183797502,0.938639904159268,0
1,0.114407763467235,0,0.403259419876955,0.117974902205763,2.22593710943727e-16,0
0,0,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,0,1,0,-2.27009652887801e-16,1,0
0,0,0,0,0.0566261671745617,2.22593710943727e-16,0
1,1,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,0.906591487339989,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
1,1,0,1,-2.27009652887801e-16,2.22593710943727e-16,0
0,1,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,0,0.891639868429013,0.598099706351734,-2.27009652887801e-16,0.377272056938564,0
0,0,0.0991456140539534,0.122179896136447,-2.27009652887801e-16,2.22593710943727e-16,0
0.84695869000755,0,0,0,0.616595454125335,2.22593710943727e-16,0
1,0,1,0.52632618696093,0.47211770125496,0.089584534715307,0
0,0,1,0,-2.27009652887801e-16,2.22593710943727e-16,0
0.651086349374814,0,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,0,1,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,1,0,1,-2.27009652887801e-16,1,0
0,0,0,1,-2.27009652887801e-16,1,0
1,1,1,0,-2.27009652887801e-16,0.650294515294237,0
0,0,0.752268444265604,0.347474378513428,-2.27009652887801e-16,2.22593710943727e-16,0
0,1,1,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,1,0,1,-2.27009652887801e-16,2.22593710943727e-16,0
1,0,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
1,1,1,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,0,0,0.0377682450349613,-2.27009652887801e-16,0.449887269579779,0
0.0663837447365677,0,0,0,-2.27009652887801e-16,2.22593710943727e-16,0
1,0.000154480890028774,1,0,-2.27009652887801e-16,2.22593710943727e-16,0
0,0,0,0.499374811317553,-2.27009652887801e-16,2.22593710943727e-16,0
1,0,0,0.0290043946605734,-2.27009652887801e-16,2.22593710943727e-16,0
0,1,1,0.0864068020093586,-2.27009652887801e-16,2.22593710943727e-16,0
0,1,0,1,0.169856271490008,0.93137547215979,0
0.49332233665398,0.516388704976427,1,1,-2.27009652887801e-16,2.22593710943727e-16,0
0.339850319005977,0,0,0.279662133034669,-2.27009652887801e-16,2.22593710943727e-16,0
1,0,1,0.909843288478393,-2.27009652887801e-16,0.14490077573514,0
0,0,0.992512529850468,1,0.501597087578126,2.22593710943727e-16,0
0.076813718292917,0,0.657354803620581,0.579063846730789,0.0298881917846308,2.22593710943727e-16,0
0,0,0,0,-2.27009652887801e-16,1,0
